Start;End;Sleep Quality;Regularity;Mood;Heart rate (bpm);Steps;Alarm mode;Air Pressure (Pa);City;Movements per hour;Time in bed (seconds);Time asleep (seconds);Time before sleep (seconds);Window start;Window stop;Did snore;Snore time;Weather temperature (°F);Weather type;Notes
2020-11-23 19:47:11;2020-11-24 06:11:47;92%;91%;;57;2153;Normal;101.8;Steilacoom;115.6;37476.2;29606.2;1124.3;2020-11-24 05:00:00;2020-11-24 05:30:00;true;499.4;46.9;Rain;
2020-11-24 20:25:24;2020-11-25 05:02:11;93%;88%;;0;2205;Normal;100.9;Steilacoom;100.7;31007.2;27596.4;620.1;2020-11-25 05:00:00;2020-11-25 05:30:00;true;567.1;32.0;No weather;
2020-11-29 19:22:22;2020-11-30 05:02:20;96%;0%;;0;14356;Normal;101.5;Steilacoom;102.6;34798.9;27375.1;1623.9;2020-11-30 05:00:00;2020-11-30 05:30:00;true;485.0;45.1;Rain;
2020-11-30 20:32:21;2020-12-01 04:39:57;82%;87%;;0;5323;Normal;102.7;Steilacoom;117.7;29255.7;25354.9;585.1;2020-12-01 05:00:00;2020-12-01 05:30:00;true;152.9;37.4;Partly cloudy;
2020-12-01 21:22:35;2020-12-02 05:15:08;79%;88%;;0;7776;Normal;102.7;Steilacoom;117.6;28353.5;22493.8;567.1;2020-12-02 05:00:00;2020-12-02 05:30:00;true;557.9;35.2;Sunny;
2020-12-02 21:57:51;2020-12-03 05:15:37;72%;90%;;0;4127;Normal;102.0;Steilacoom;124.0;26266.1;20487.6;1663.5;2020-12-03 05:00:00;2020-12-03 05:30:00;true;1108.0;36.7;Partly cloudy;
2020-12-03 05:15:47;2020-12-03 05:59:37;9%;0%;;0;4127;Normal;102.0;Steilacoom;0.0;2630.1;2577.5;52.6;2020-12-03 06:00:00;2020-12-03 06:00:00;true;0.0;37.0;Partly cloudy;
2020-12-03 21:23:45;2020-12-04 05:28:49;83%;92%;;0;1980;Normal;102.7;Steilacoom;112.2;29103.6;24835.1;582.1;2020-12-04 05:00:00;2020-12-04 05:30:00;true;96.2;39.9;Fair;
2020-12-05 21:05:32;2020-12-06 06:20:42;92%;92%;;0;10857;No alarm;101.6;Steilacoom;115.5;33309.5;29423.4;666.2;;;true;1020.0;41.2;Cloudy;
2020-12-06 19:45:17;2020-12-07 04:55:34;91%;84%;;0;10529;Normal;102.8;Steilacoom;115.7;33017.3;29935.7;660.3;2020-12-07 05:00:00;2020-12-07 05:30:00;true;251.2;41.7;Cloudy;
2020-12-07 20:37:27;2020-12-08 05:07:01;90%;84%;;0;3394;Normal;101.9;Steilacoom;105.3;30574.2;26293.8;611.5;2020-12-08 05:00:00;2020-12-08 05:30:00;true;142.8;48.4;Rain;
2020-12-08 20:57:03;2020-12-09 03:53:40;71%;85%;;0;2618;Normal;101.7;Steilacoom;115.3;24997.9;17415.2;4083.0;2020-12-09 05:00:00;2020-12-09 05:30:00;true;1200.0;44.6;Cloudy;
2020-12-09 19:36:32;2020-12-10 05:07:25;94%;86%;;0;11944;Normal;102.4;Steilacoom;108.6;34252.8;29114.9;5137.9;2020-12-10 05:00:00;2020-12-10 05:30:00;true;421.1;39.9;Cloudy;
2020-12-10 20:18:54;2020-12-11 05:18:16;92%;86%;;0;11017;Normal;101.4;Steilacoom;112.9;32361.6;29017.6;647.2;2020-12-11 05:00:00;2020-12-11 05:30:00;true;625.7;39.4;Partly cloudy;
2020-12-13 20:15:04;2020-12-14 05:26:48;95%;98%;;0;6379;Normal;101.4;Steilacoom;106.0;33104.4;30125.0;662.1;2020-12-14 05:00:00;2020-12-14 05:30:00;true;824.5;41.9;Cloudy;
2020-12-14 20:10:04;2020-12-15 05:04:02;84%;96%;;0;2646;Normal;102.1;Steilacoom;130.7;32038.2;27018.9;640.8;2020-12-15 05:00:00;2020-12-15 05:30:00;true;799.0;43.9;Rain;
2020-12-15 05:04:20;2020-12-15 05:30:56;6%;0%;;0;2646;Normal;101.2;Steilacoom;0.0;1596.5;1564.6;31.9;2020-12-15 06:00:00;2020-12-15 06:00:00;true;0.0;32.0;No weather;
2020-12-15 20:00:53;2020-12-16 04:54:54;96%;97%;;0;9852;Normal;101.7;Anderson Island;102.5;32040.2;28195.4;640.8;2020-12-16 05:00:00;2020-12-16 05:30:00;true;1500.0;45.9;Cloudy;
2020-12-16 20:43:39;2020-12-17 05:00:21;78%;96%;;0;2598;Normal;99.8;Steilacoom;131.2;29802.3;24636.5;2086.2;2020-12-17 05:00:00;2020-12-17 05:30:00;true;1450.5;44.1;Rain;
2020-12-17 20:31:59;2020-12-18 05:16:01;95%;96%;;0;9093;Normal;101.8;Steilacoom;99.1;31442.5;27983.8;2201.0;2020-12-18 05:00:00;2020-12-18 05:30:00;true;217.6;44.8;Rain;
2020-12-20 20:31:06;2020-12-21 05:03:55;91%;98%;;0;12005;Normal;101.7;Steilacoom;103.6;30769.2;26871.8;615.4;2020-12-21 05:00:00;2020-12-21 05:30:00;true;545.6;45.1;Rain;
2020-12-21 05:04:07;2020-12-21 05:23:52;4%;0%;;0;12005;Normal;100.8;Steilacoom;0.0;1184.7;1161.0;23.7;2020-12-21 06:00:00;2020-12-21 06:00:00;true;120.0;32.0;No weather;
2020-12-21 20:09:15;2020-12-22 05:02:25;100%;97%;;0;3404;Normal;100.4;Steilacoom;81.5;31989.5;27191.1;1279.6;2020-12-22 05:00:00;2020-12-22 05:30:00;true;277.4;36.5;Sunny;
2020-12-22 20:06:32;2020-12-23 04:54:27;82%;98%;;0;8675;Normal;103.0;Steilacoom;134.6;31674.9;26290.2;633.5;2020-12-23 05:00:00;2020-12-23 05:30:00;true;1310.3;33.1;Cloudy;
2020-12-27 20:00:21;2020-12-28 05:02:43;100%;0%;;0;11144;Normal;101.4;Steilacoom;80.2;32541.6;25057.1;2820.3;2020-12-28 05:00:00;2020-12-28 05:30:00;true;196.9;34.9;Sunny;
2020-12-28 20:14:08;2020-12-29 05:16:23;96%;96%;;0;8924;Normal;101.9;Steilacoom;103.3;32535.4;26462.2;4121.2;2020-12-29 05:00:00;2020-12-29 05:30:00;true;1634.6;36.7;Cloudy;
2021-01-03 19:25:08;2021-01-04 05:11:26;88%;0%;;0;10417;Normal;101.0;Steilacoom;123.8;35178.1;29315.1;3635.1;2021-01-04 05:00:00;2021-01-04 05:30:00;true;681.3;47.3;Rain;
2021-01-04 21:14:03;2021-01-05 04:06:19;70%;76%;;47;2367;Normal;0.0;;372.3;24736.5;18387.4;1814.0;;;false;0.0;32.0;No weather;
2021-01-05 21:10:11;2021-01-06 05:02:04;75%;84%;;0;2070;Normal;101.0;Steilacoom;127.8;28312.6;23876.9;1604.4;2021-01-06 05:00:00;2021-01-06 05:30:00;true;333.2;45.7;Rain;
2021-01-06 20:53:44;2021-01-07 05:03:04;78%;88%;;0;9490;Normal;101.6;Steilacoom;129.9;29360.0;26717.6;587.2;2021-01-07 05:00:00;2021-01-07 05:30:00;true;1399.5;41.0;Fog;
2021-01-07 21:10:11;2021-01-08 04:43:51;78%;95%;;0;6160;Normal;101.3;Steilacoom;111.0;27219.8;23136.9;544.4;2021-01-08 05:00:00;2021-01-08 05:30:00;true;1140.0;40.5;Cloudy;
2021-01-10 20:32:29;2021-01-11 04:51:00;91%;94%;;0;10639;Normal;102.0;Steilacoom;97.7;29910.9;25125.1;3290.2;2021-01-11 05:00:00;2021-01-11 05:30:00;true;148.9;45.9;Cloudy;
2021-01-11 20:29:54;2021-01-12 05:04:16;86%;98%;;0;1544;Normal;100.7;Steilacoom;118.3;30862.9;24793.2;4217.9;2021-01-12 05:00:00;2021-01-12 05:30:00;true;268.9;50.5;Rain;
2021-01-12 23:14:06;2021-01-13 05:10:45;60%;87%;;0;1932;Normal;99.5;Steilacoom;116.7;21398.7;18474.2;428.0;2021-01-13 05:00:00;2021-01-13 05:30:00;true;900.0;44.1;Sunny;
2021-01-13 22:20:32;2021-01-14 05:03:01;72%;89%;;60;8742;Normal;103.0;Steilacoom;102.3;24148.8;21814.4;483.0;2021-01-14 05:00:00;2021-01-14 05:30:00;true;65.6;39.4;Partly cloudy;
2021-01-14 20:32:13;2021-01-15 04:35:51;86%;83%;;78;7020;Normal;102.3;Steilacoom;104.7;29018.4;24182.0;2128.0;2021-01-15 05:00:00;2021-01-15 05:30:00;true;62.1;48.7;Rain;
2021-01-17 20:20:12;2021-01-18 04:42:50;88%;97%;;0;11700;Normal;103.1;Steilacoom;108.6;30158.2;23322.4;3216.9;2021-01-18 05:00:00;2021-01-18 05:30:00;true;209.1;39.2;Fog;
2021-01-18 21:26:16;2021-01-19 04:25:07;82%;88%;;0;3123;Normal;103.1;Steilacoom;80.3;25131.5;20524.0;1759.2;2021-01-19 05:00:00;2021-01-19 05:30:00;true;240.6;35.6;Partly cloudy;
2021-01-19 21:08:08;2021-01-20 05:26:37;97%;89%;;0;10583;Normal;102.2;Steilacoom;83.0;29909.1;24924.3;3090.6;2021-01-20 05:00:00;2021-01-20 05:30:00;true;73.1;38.3;Cloudy;
2021-01-20 20:32:06;2021-01-21 04:45:43;82%;89%;;0;4088;Normal;101.7;Steilacoom;120.3;29617.3;26458.1;592.3;2021-01-21 05:00:00;2021-01-21 05:30:00;true;804.1;40.6;Rain;
2021-01-21 19:43:41;2021-01-22 04:24:13;83%;90%;;0;2422;Normal;101.4;Steilacoom;126.4;31231.6;26546.9;1873.9;2021-01-22 05:00:00;2021-01-22 05:30:00;true;266.4;40.5;Partly cloudy;
2021-01-24 19:53:59;2021-01-25 04:56:12;93%;94%;;77;9762;Normal;100.3;Steilacoom;110.8;32532.8;25484.0;3361.7;2021-01-25 05:00:00;2021-01-25 05:30:00;true;617.5;35.2;Fair;
2021-01-25 20:18:16;2021-01-26 04:06:02;86%;90%;;0;4188;Normal;100.8;Steilacoom;97.4;28066.2;23482.1;561.3;2021-01-26 05:00:00;2021-01-26 05:30:00;true;476.7;30.7;Partly cloudy;
2021-01-26 21:03:27;2021-01-27 04:43:08;81%;89%;;0;8575;Normal;99.2;Steilacoom;107.2;27581.4;23260.3;551.6;2021-01-27 05:00:00;2021-01-27 05:30:00;true;840.0;36.1;Cloudy;
2021-01-27 20:45:07;2021-01-28 04:52:23;92%;91%;;0;8877;Normal;99.9;Steilacoom;89.7;29235.7;22121.7;2631.2;2021-01-28 05:00:00;2021-01-28 05:30:00;true;246.7;35.1;Partly cloudy;
2021-01-28 20:26:38;2021-01-29 03:14:38;56%;90%;;0;4790;Normal;100.6;Steilacoom;157.4;24479.6;16156.5;489.6;2021-01-29 05:00:00;2021-01-29 05:30:00;true;704.2;39.2;Partly cloudy;
2021-01-31 20:27:47;2021-02-01 04:58:25;93%;85%;;0;13538;Normal;100.9;Steilacoom;99.5;30638.2;25633.9;612.8;2021-02-01 05:00:00;2021-02-01 05:30:00;true;284.0;44.8;Rain;
2021-02-01 20:58:01;2021-02-02 05:09:38;87%;94%;;72;3789;Normal;100.1;Steilacoom;104.7;29497.1;22614.4;589.9;2021-02-02 05:00:00;2021-02-02 05:30:00;true;1140.0;41.5;Rain;
2021-02-02 21:27:49;2021-02-03 03:31:32;67%;88%;;0;5239;Normal;100.6;Steilacoom;95.7;21823.4;19204.6;436.5;2021-02-03 05:00:00;2021-02-03 05:30:00;true;61.1;39.2;Rain;
2021-02-03 21:19:57;2021-02-04 03:53:36;73%;91%;;0;5020;Normal;102.5;Steilacoom;95.0;23618.5;18658.6;472.4;2021-02-04 05:00:00;2021-02-04 05:30:00;true;435.7;39.4;Partly cloudy;
2021-02-04 20:37:20;2021-02-05 04:16:27;80%;90%;;0;4133;Normal;102.1;Steilacoom;107.5;27546.3;21578.0;2846.5;2021-02-05 05:00:00;2021-02-05 05:30:00;true;295.2;45.3;Cloudy;
2021-02-07 19:20:42;2021-02-08 05:02:00;85%;83%;;0;12513;Normal;101.2;Steilacoom;128.6;34878.3;31739.2;697.6;2021-02-08 05:00:00;2021-02-08 05:30:00;true;277.2;34.0;Fair;
2021-02-08 21:02:48;2021-02-09 03:51:23;77%;76%;;0;2790;Normal;101.6;Steilacoom;89.7;24514.4;20346.9;490.3;2021-02-09 05:00:00;2021-02-09 05:30:00;true;219.9;30.2;Fair;
2021-02-09 20:33:03;2021-02-10 04:54:16;100%;82%;;0;5306;Normal;101.8;Steilacoom;68.7;30073.0;27366.5;601.5;2021-02-10 05:00:00;2021-02-10 05:30:00;true;960.0;29.1;Partly cloudy;
2021-02-10 21:21:06;2021-02-11 04:18:50;87%;84%;;0;7454;Normal;101.8;Steilacoom;64.2;25064.1;21471.6;501.3;2021-02-11 05:00:00;2021-02-11 05:30:00;true;2832.3;33.6;Cloudy;
2021-02-15 20:40:52;2021-02-16 05:05:55;98%;0%;;0;4967;Normal;100.5;Steilacoom;83.2;30302.8;24242.3;606.1;2021-02-16 05:00:00;2021-02-16 05:30:00;true;1111.9;40.1;Partly cloudy;
2021-02-16 20:44:16;2021-02-17 04:11:31;88%;92%;;0;4693;Normal;101.7;Steilacoom;78.9;26834.9;20662.9;3130.7;2021-02-17 05:00:00;2021-02-17 05:30:00;true;72.5;38.1;Fair;
2021-02-17 20:24:02;2021-02-18 05:21:28;100%;90%;;61;4648;Normal;102.4;Steilacoom;89.3;32246.3;26549.5;1504.8;2021-02-18 05:00:00;2021-02-18 05:30:00;true;609.5;36.3;Cloudy;
2021-02-18 19:54:06;2021-02-19 04:31:52;100%;89%;;0;2244;Normal;101.3;Steilacoom;79.1;31065.5;25784.4;621.3;2021-02-19 05:00:00;2021-02-19 05:30:00;true;145.1;41.2;Partly cloudy;
2021-02-21 20:48:10;2021-02-22 04:54:07;91%;89%;;0;11189;Normal;102.2;Steilacoom;90.5;29157.2;23325.8;1652.2;2021-02-22 05:00:00;2021-02-22 05:30:00;true;66.6;48.2;Rain;
2021-02-22 21:53:13;2021-02-23 04:54:00;83%;91%;;0;2884;Normal;102.2;Steilacoom;75.7;25246.7;21796.3;504.9;2021-02-23 05:00:00;2021-02-23 05:30:00;true;64.5;39.6;Fair;
2021-02-23 20:53:45;2021-02-24 05:04:15;100%;91%;;0;5905;Normal;102.4;Steilacoom;65.5;29429.6;24426.6;2354.4;2021-02-24 05:00:00;2021-02-24 05:30:00;true;381.8;31.1;Sunny;
2021-02-24 21:17:37;2021-02-25 05:12:59;84%;92%;;0;4925;Normal;102.7;Steilacoom;103.1;28521.8;21771.7;2091.6;2021-02-25 05:00:00;2021-02-25 05:30:00;true;245.9;38.3;Rain;
2021-02-25 05:13:12;2021-02-25 05:36:45;5%;0%;;0;4925;Normal;101.7;Steilacoom;0.0;1413.2;1384.9;28.3;2021-02-25 06:00:00;2021-02-25 06:00:00;true;240.0;37.9;Rain;
2021-02-28 21:02:41;2021-03-01 04:42:06;90%;0%;;0;7850;Normal;101.8;Steilacoom;77.5;27565.7;25268.5;551.3;2021-03-01 05:00:00;2021-03-01 05:30:00;true;77.3;32.0;No weather;
2021-03-01 20:59:45;2021-03-02 04:52:57;66%;98%;;56;6229;Normal;101.6;Steilacoom;150.8;28391.5;21199.0;567.8;2021-03-02 05:00:00;2021-03-02 05:30:00;true;318.6;32.0;No weather;
2021-03-02 22:37:08;2021-03-03 05:04:59;74%;91%;;0;2770;Normal;101.0;Anderson Island;84.5;23271.8;21487.6;465.4;2021-03-03 05:00:00;2021-03-03 05:30:00;true;402.0;32.0;No weather;
2021-03-03 05:05:07;2021-03-03 05:32:23;6%;0%;;0;2770;Normal;100.8;Steilacoom;0.0;1636.5;818.3;32.7;2021-03-03 06:00:00;2021-03-03 06:00:00;true;180.0;32.0;No weather;
2021-03-03 21:25:44;2021-03-04 05:05:50;93%;91%;;0;3801;Normal;100.7;Steilacoom;69.1;27606.2;23741.4;1840.4;2021-03-04 05:00:00;2021-03-04 05:30:00;true;230.7;32.0;No weather;
2021-03-04 05:06:08;2021-03-04 05:24:32;4%;0%;;0;3801;Normal;101.0;Steilacoom;0.0;1103.9;1081.9;22.1;2021-03-04 06:00:00;2021-03-04 06:00:00;true;0.0;32.0;No weather;
2021-03-04 22:09:16;2021-03-05 04:33:23;72%;88%;;0;2027;Normal;101.3;Steilacoom;89.5;23046.7;18667.8;460.9;2021-03-05 05:05:00;2021-03-05 05:35:00;true;327.7;32.0;No weather;
2021-03-07 21:13:43;2021-03-08 04:55:12;96%;89%;;0;9435;Normal;101.9;Steilacoom;62.3;27689.1;21966.7;3045.8;2021-03-08 05:00:00;2021-03-08 05:30:00;true;1195.5;32.0;No weather;
2021-03-08 21:26:28;2021-03-09 04:22:57;76%;94%;;0;9432;Normal;101.2;Steilacoom;93.4;24988.7;21406.9;499.8;2021-03-09 05:00:00;2021-03-09 05:30:00;true;777.2;32.0;No weather;
2021-03-09 21:37:21;2021-03-10 04:50:27;75%;94%;;0;3621;Normal;101.1;Steilacoom;105.7;25985.8;21828.1;519.7;2021-03-10 05:00:00;2021-03-10 05:30:00;true;80.5;32.0;No weather;
2021-03-10 20:10:02;2021-03-11 01:57:54;72%;84%;;92;5345;Normal;101.4;Steilacoom;63.0;20872.0;14471.3;3757.0;2021-03-11 05:00:00;2021-03-11 05:30:00;true;84.4;32.0;No weather;
2021-03-11 21:20:31;2021-03-12 04:09:19;81%;77%;;0;7073;Normal;102.3;Steilacoom;74.4;24528.7;20031.8;490.6;2021-03-12 05:00:00;2021-03-12 05:30:00;true;235.1;32.0;No weather;
2021-03-14 21:51:20;2021-03-15 05:03:54;73%;88%;;0;7907;Normal;101.4;Steilacoom;111.5;25953.7;22925.8;519.1;2021-03-15 05:00:00;2021-03-15 05:30:00;true;271.8;32.0;No weather;
2021-03-15 22:06:51;2021-03-16 03:11:59;61%;74%;;0;1653;Normal;102.1;Steilacoom;69.5;18308.0;15867.0;366.2;2021-03-16 05:00:00;2021-03-16 05:30:00;true;818.6;32.0;No weather;
2021-03-16 20:14:24;2021-03-17 04:27:58;91%;74%;;0;4965;Normal;101.5;Steilacoom;91.2;29614.7;23691.8;4146.1;2021-03-17 05:00:00;2021-03-17 05:30:00;true;840.0;32.0;No weather;
2021-03-18 20:49:03;2021-03-19 05:00:30;89%;82%;;69;8991;Normal;100.9;Steilacoom;95.1;29487.1;24376.0;589.7;2021-03-19 05:00:00;2021-03-19 05:30:00;true;1260.0;32.0;No weather;
2021-03-21 20:52:42;2021-03-22 05:08:23;93%;98%;;0;11626;Normal;101.8;Steilacoom;86.4;29740.9;23891.8;1883.6;2021-03-22 05:00:00;2021-03-22 05:30:00;true;540.0;41.0;Rain;
2021-03-22 05:08:30;2021-03-22 06:04:11;12%;0%;;63;11814;Normal;101.4;Steilacoom;0.0;3340.7;1681.5;66.8;2021-03-22 06:00:00;2021-03-22 06:30:00;true;240.0;41.4;Fair;
2021-03-22 20:32:33;2021-03-23 05:01:19;91%;96%;;0;6621;Normal;102.1;Steilacoom;97.5;30526.6;25133.5;3561.4;2021-03-23 05:00:00;2021-03-23 05:30:00;true;300.0;35.6;Partly cloudy;
2021-03-23 05:01:25;2021-03-23 05:26:24;5%;0%;;0;6621;Normal;102.8;Steilacoom;0.0;1499.4;1469.4;30.0;2021-03-23 05:30:00;2021-03-23 05:30:00;true;0.0;36.0;Fog;
2021-03-23 21:07:57;2021-03-24 05:09:09;93%;95%;;0;2534;Normal;102.6;Steilacoom;80.1;28872.7;22809.5;4523.4;2021-03-24 05:00:00;2021-03-24 05:30:00;true;61.0;42.4;Cloudy;
2021-03-24 20:48:42;2021-03-25 04:36:45;84%;94%;;0;6702;Normal;100.6;Steilacoom;98.5;28082.9;25742.6;561.7;2021-03-25 04:30:00;2021-03-25 05:00:00;true;420.0;41.9;Rain;
2021-03-25 21:36:25;2021-03-25 21:54:12;4%;45%;;0;5798;Normal;101.5;Steilacoom;0.0;1067.7;1046.3;21.4;2021-03-26 05:00:00;2021-03-26 05:30:00;true;0.0;32.0;No weather;
2021-03-25 22:07:55;2021-03-26 05:05:15;80%;91%;;0;5798;Normal;101.5;Steilacoom;81.4;25039.3;22034.6;500.8;2021-03-26 05:00:00;2021-03-26 05:30:00;true;720.0;38.1;Sunny;
2021-03-28 22:14:34;2021-03-29 05:12:07;79%;98%;;0;5872;Normal;101.4;Steilacoom;83.6;25052.4;21962.6;501.0;2021-03-29 05:00:00;2021-03-29 05:30:00;true;145.0;37.4;Sunny;
2021-03-29 21:21:46;2021-03-30 04:50:21;89%;90%;;0;6610;Normal;102.5;Steilacoom;72.1;26914.5;21711.0;3050.3;2021-03-30 05:00:00;2021-03-30 05:30:00;true;1106.0;33.4;Sunny;
2021-03-31 22:15:21;2021-04-01 04:55:49;81%;91%;;0;8533;Normal;101.3;Steilacoom;68.5;24028.3;19943.5;480.6;2021-04-01 05:00:00;2021-04-01 05:30:00;true;600.0;40.8;Partly cloudy;
2021-04-01 21:06:58;2021-04-02 05:04:05;85%;91%;;0;5231;Normal;101.1;Steilacoom;99.1;28627.2;26623.3;572.5;2021-04-02 05:00:00;2021-04-02 05:30:00;true;900.0;39.6;Partly cloudy;
2021-04-04 20:59:03;2021-04-05 05:05:46;88%;99%;;0;8860;Normal;102.1;Steilacoom;96.3;29202.7;27742.5;584.1;2021-04-05 05:00:00;2021-04-05 05:30:00;true;627.0;32.4;Fair;
2021-04-05 21:35:02;2021-04-06 05:01:57;86%;94%;;0;3033;Normal;101.9;Steilacoom;79.0;26814.9;22435.1;715.1;2021-04-06 05:00:00;2021-04-06 05:30:00;true;900.0;35.4;Partly cloudy;
2021-04-06 20:37:20;2021-04-07 05:04:01;91%;93%;;0;7420;Normal;101.4;Steilacoom;97.2;30401.3;25131.7;1824.1;2021-04-07 05:00:00;2021-04-07 05:30:00;true;1140.0;38.8;Cloudy;
2021-04-07 05:04:11;2021-04-07 05:30:32;6%;0%;;0;7420;Normal;101.5;Steilacoom;0.0;1580.3;1548.7;31.6;2021-04-07 05:30:00;2021-04-07 05:30:00;true;180.0;32.0;No weather;
2021-04-11 20:51:57;2021-04-12 05:04:40;95%;0%;;0;13461;Normal;102.3;Steilacoom;78.6;29563.1;26409.7;591.3;2021-04-12 05:00:00;2021-04-12 05:30:00;true;840.0;37.0;Partly cloudy;
2021-04-12 20:46:39;2021-04-13 05:06:11;94%;99%;;0;2490;Normal;102.0;Steilacoom;85.8;29971.8;25775.8;4196.1;2021-04-13 05:00:00;2021-04-13 05:30:00;true;81.0;39.9;Sunny;
2021-04-13 21:50:20;2021-04-14 03:37:39;64%;89%;;0;7347;Normal;102.1;Steilacoom;90.1;20838.7;17435.1;416.8;2021-04-14 05:00:00;2021-04-14 05:30:00;true;600.0;45.7;Sunny;
2021-04-14 21:23:31;2021-04-15 05:03:51;91%;87%;;0;9414;Normal;101.5;Steilacoom;73.5;27620.1;25318.5;2301.7;2021-04-15 05:00:00;2021-04-15 05:30:00;true;1260.0;42.8;Sunny;
2021-04-18 20:33:00;2021-04-19 05:09:53;96%;0%;;0;15707;Normal;101.6;Steilacoom;88.9;31013.2;28015.3;620.3;2021-04-19 05:00:00;2021-04-19 05:30:00;true;960.0;44.2;Fair;
2021-04-19 22:32:09;2021-04-20 04:27:11;73%;78%;;0;7402;Normal;101.9;Steilacoom;61.7;21302.4;17823.0;2343.3;2021-04-20 04:30:00;2021-04-20 05:00:00;true;1020.0;46.6;Sunny;
2021-04-20 21:08:49;2021-04-21 05:12:24;81%;80%;;0;11905;Normal;101.6;Steilacoom;111.5;29014.8;23502.0;580.3;2021-04-21 04:45:00;2021-04-21 05:15:00;true;91.0;49.3;Sunny;
2021-04-21 05:12:34;2021-04-21 06:06:36;12%;0%;;0;11905;Normal;101.6;Steilacoom;0.0;3241.8;3176.9;64.8;2021-04-21 06:00:00;2021-04-21 06:00:00;true;180.0;47.1;Sunny;
2021-04-21 21:00:15;2021-04-22 04:29:37;75%;84%;;75;9054;Normal;100.9;Steilacoom;113.5;26961.8;21389.7;539.2;2021-04-22 05:00:00;2021-04-22 05:30:00;true;70.0;49.1;Fair;
2021-04-22 21:01:45;2021-04-23 05:20:45;98%;89%;;0;8184;Normal;101.1;Steilacoom;74.0;29940.6;25649.1;1696.6;2021-04-23 05:00:00;2021-04-23 05:30:00;true;840.0;43.5;Partly cloudy;
2021-04-25 21:11:23;2021-04-26 04:28:41;85%;91%;;0;8846;Normal;100.5;Steilacoom;75.7;26237.9;19591.0;1486.8;2021-04-26 04:45:00;2021-04-26 05:15:00;true;1020.0;45.9;Cloudy;
2021-04-26 21:04:37;2021-04-27 05:02:12;95%;94%;;0;9652;Normal;101.3;Steilacoom;69.9;28654.4;24356.3;1432.7;2021-04-27 05:00:00;2021-04-27 05:30:00;true;1020.0;42.8;Partly cloudy;
2021-04-27 21:25:34;2021-04-28 05:02:27;91%;96%;;0;8161;Normal;102.0;Steilacoom;68.3;27413.0;23209.7;4203.3;2021-04-28 05:00:00;2021-04-28 05:30:00;true;83.0;43.0;Partly cloudy;
2021-04-28 21:03:56;2021-04-29 05:11:49;88%;96%;;0;6633;Normal;102.2;Steilacoom;93.6;29273.1;23223.3;585.5;2021-04-29 05:00:00;2021-04-29 05:30:00;true;113.0;47.3;Cloudy;
2021-04-29 20:52:39;2021-04-30 05:01:25;100%;97%;;77;11020;Normal;102.0;Steilacoom;59.9;29325.5;22971.7;3323.6;2021-04-30 05:00:00;2021-04-30 05:30:00;true;673.4;49.8;Rain;
2021-05-02 20:28:54;2021-05-03 05:04:01;100%;96%;;0;9046;Normal;101.9;Steilacoom;70.4;30906.4;26785.5;2369.5;2021-05-03 05:00:00;2021-05-03 05:30:00;true;362.7;42.4;Cloudy;
2021-05-03 21:14:25;2021-05-04 04:03:54;73%;85%;;0;6518;Normal;101.8;Steilacoom;9211.0;24568.7;21600.0;210.0;2021-05-04 05:00:00;2021-05-04 05:30:00;true;1200.0;51.4;Cloudy;
2021-05-04 21:05:41;2021-05-05 04:41:17;78%;89%;;0;8467;Normal;101.9;Steilacoom;9489.8;27336.3;24840.0;180.0;2021-05-05 05:00:00;2021-05-05 05:30:00;true;93.9;44.1;Partly cloudy;
2021-05-05 21:00:25;2021-05-06 02:31:45;66%;87%;;0;9200;Normal;100.7;Steilacoom;7028.9;19879.8;19530.0;210.0;2021-05-06 02:30:00;2021-05-06 02:30:00;true;66.5;52.3;Cloudy;
2021-05-09 21:18:37;2021-05-10 05:19:38;84%;0%;;0;15496;Normal;102.1;Steilacoom;7940.8;28861.2;27600.0;180.0;2021-05-10 05:00:00;2021-05-10 05:30:00;true;164.4;46.0;Fair;
2021-05-10 21:06:00;2021-05-11 05:05:06;78%;96%;;0;6469;Normal;102.0;Steilacoom;8553.2;28746.1;26850.0;210.0;2021-05-11 05:00:00;2021-05-11 05:30:00;true;74.9;45.5;Partly cloudy;
2021-05-11 21:12:22;2021-05-12 05:07:07;78%;98%;;0;3867;Normal;101.7;Steilacoom;8005.7;28485.1;27990.0;150.0;2021-05-12 05:00:00;2021-05-12 05:30:00;true;900.0;51.8;Partly cloudy;
2021-05-12 21:33:30;2021-05-13 05:27:59;78%;96%;;0;8777;Normal;101.8;Steilacoom;25394.6;28469.1;22710.0;240.0;2021-05-13 05:00:00;2021-05-13 05:30:00;true;840.0;49.3;Partly cloudy;
2021-05-13 22:12:37;2021-05-14 05:16:22;75%;95%;;0;9209;Normal;101.7;Steilacoom;9598.2;25425.0;23820.0;150.0;2021-05-14 05:00:00;2021-05-14 05:30:00;true;780.0;48.0;Sunny;
2021-05-16 21:24:16;2021-05-17 05:01:57;80%;91%;;0;14178;Normal;100.9;Steilacoom;82.8;27461.1;22060.4;4393.8;2021-05-17 05:00:00;2021-05-17 05:30:00;true;72.1;50.7;Cloudy;
2021-05-17 21:09:40;2021-05-18 05:18:33;86%;96%;;0;3444;Normal;101.0;Steilacoom;91.1;29333.2;26106.5;2053.3;2021-05-18 05:00:00;2021-05-18 05:30:00;true;840.0;45.9;Partly cloudy;
